"n_rating_count","price","f_stars","f_ratingta","n_ratingta_count","hotel_id","n_distance","n_distance_alter","f_accommodation_type","n_rating","d_offer","d_scarce_room","f_city_actual","f_neighbourhood","f_offer_cat","flag_rating","flag_rating_count","flag_ratingta","flag_ratingta_count"
81,157,"2","3.5",12,22153,0.6,2.3,"Apartment",3.7,1,0,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
16,134,"3.5","4.5",70,22155,0.6,2.2,"Hotel",4,1,1,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
6,141,"5","4",1,22156,1.7,1.4,"Apartment",4.3,1,1,"Vienna","Leopoldstadt","1-15% offer",0,0,1,1
122,79,"3","4",290,22157,0.9,1.9,"Hotel",3.7,1,0,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
250,138,"4","4",1023,22158,0.5,2.3,"Hotel",4,0,0,"Vienna","Leopoldstadt","0% no offer",0,0,0,0
603,113,"4","4.5",1516,22159,1,1.8,"Hotel",4.5,1,1,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
25,171,"3","4",1,22160,1.5,1.3,"Apartment",3.5,1,1,"Vienna","Leopoldstadt","15-50% offer",0,0,1,1
52,56,"2","4",1666,22161,1.5,1.4,"Hotel",3.5,1,0,"Vienna","Leopoldstadt","1-15% offer",0,0,0,0
152,84,"3","4",1249,22162,1.5,1.4,"Hotel",3.9,1,0,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
293,72,"2","4.5",302,22163,1.1,2,"Hotel",4,1,0,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
1,587,"5","5",7,22164,0.7,2.2,"Hotel",1,1,1,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
84,68,"3","4",129,22165,0.9,2.1,"Hotel",4,1,1,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
208,102,"3.5","4",281,22166,1.5,1.4,"Hotel",3.9,1,0,"Vienna","Leopoldstadt","50%-75% offer",0,0,0,0
29,96,"3","3.5",7,22167,1.5,1.4,"Apartment",3.4,1,1,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
57,81,"1","3.5",141,22168,0.9,1.9,"Hotel",3.7,0,0,"Vienna","Leopoldstadt","0% no offer",0,0,0,0
267,82,"3","4",727,22169,1.6,1.7,"Hotel",4.1,1,0,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
275,66,"3","4",407,22170,1.1,1.7,"Hotel",4,1,1,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
23,87,"3","4",51,22171,0.8,2.2,"Apartment",3.9,1,1,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
1,364,"4","4",1,22173,0.6,2.3,"Apartment",4,0,1,"Vienna","Leopoldstadt","0% no offer",1,1,1,1
240,240,"5","4.5",2098,22175,0.4,2.4,"Hotel",4.5,1,0,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
374,113,"3","4.5",1686,22176,0.8,2.1,"Hotel",4.5,1,0,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
468,106,"3","4.5",1449,22177,1,1.9,"Hotel",4.5,1,1,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
422,89,"3","4",1580,22179,1.6,1.2,"Hotel",4.1,1,0,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
307,61,"2","4",1027,22180,0.9,2.2,"Hotel",4,1,0,"Vienna","Leopoldstadt","50%-75% offer",0,0,0,0
2,92,"3.5","4",1,22181,0.8,2.3,"Apartment",4.5,0,1,"Vienna","Leopoldstadt","0% no offer",0,0,1,1
527,106,"4","4",739,22182,0.8,2,"Hotel",4.1,1,1,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
637,100,"4","4",584,22183,0.8,2,"Hotel",4,1,1,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
461,75,"3","4",827,22184,0.7,2.2,"Hotel",4.1,1,0,"Vienna","Leopoldstadt","15-50% offer",0,0,0,0
3,84,"3","4",92,22185,0.8,2.2,"Hotel",2.2,0,1,"Vienna","Leopoldstadt","0% no offer",0,0,0,0
104,151,"4","4.5",1272,22187,0.5,2.3,"Hotel",4.6,0,0,"Vienna","Leopoldstadt","0% no offer",0,0,0,0
90,87,"3","3.5",314,22188,0.9,1.9,"Hotel",3.5,0,0,"Vienna","Leopoldstadt","0% no offer",0,0,0,0
75,117,"4","4.5",836,22189,0.5,2.3,"Hotel",4.4,0,1,"Vienna","Leopoldstadt","0% no offer",0,0,0,0
139,120,"4","4",807,22190,1.9,1.9,"Hotel",4.5,1,0,"Vienna","Leopoldstadt","50%-75% offer",0,0,0,0
1,132,"3.5","4",1,22191,0.8,2.1,"Apartment",4,0,1,"Vienna","Leopoldstadt","0% no offer",1,1,1,1
41,68,"2.5","4",85,22192,0.9,1.9,"Hotel",3.9,0,0,"Vienna","Leopoldstadt","0% no offer",0,0,0,0
122,383,"3","4",382,22193,1.9,4.7,"Hotel",4,0,1,"Vienna","Margareten","0% no offer",0,0,0,0
6,160,"4","4",1,22194,1.6,4.4,"Apartment",4.3,1,1,"Vienna","Margareten","1-15% offer",0,0,1,1
1,135,"2","4",1,22195,2,4.8,"Apartment",4,0,1,"Vienna","Margareten","0% no offer",1,1,1,1
137,111,"4.5","4.5",659,22196,2,4.8,"Hotel",4.5,1,0,"Vienna","Margareten","15-50% offer",0,0,0,0
144,174,"4","4.5",1650,22198,1.5,4.3,"Hotel",4.3,0,0,"Vienna","Margareten","0% no offer",0,0,0,0
80,63,"3","3.5",335,22199,2,4.7,"Hotel",3.5,1,0,"Vienna","Margareten","15-50% offer",0,0,0,0
11,73,"3","4",1,22200,1.4,4.2,"Apartment",4.3,0,1,"Vienna","Margareten","0% no offer",0,0,1,1
58,100,"3.5","4.5",15,22201,1.5,4.3,"Hotel",4.5,0,0,"Vienna","Margareten","0% no offer",0,0,0,0
1,162,"3.5","4",1,22202,1.7,4.4,"Apartment",4,0,1,"Vienna","Margareten","0% no offer",1,1,1,1
303,86,"4","3.5",1708,22203,1.4,4.2,"Hotel",3.9,1,0,"Vienna","Margareten","1-15% offer",0,0,0,0
1,103,"3","4",1,22204,1.9,4.7,"Guest House",4,0,1,"Vienna","Margareten","0% no offer",1,1,1,1
82,67,"3","4",909,22205,1.8,4.5,"Hotel",4,1,0,"Vienna","Margareten","15-50% offer",0,0,0,0
248,129,"4","4",372,22206,1.3,4.1,"Hotel",4.1,1,0,"Vienna","Margareten","1-15% offer",0,0,0,0
151,80,"3","4",161,22208,1.9,4.6,"Apartment",4.1,1,1,"Vienna","Margareten","50%-75% offer",0,0,0,0
7,131,"2","4",1,22209,1.9,4.7,"Apartment",3.2,1,1,"Vienna","Margareten","15-50% offer",0,0,1,1
2,150,"3.5","4",1,22210,1.6,4.3,"Apartment",5,1,1,"Vienna","Margareten","1-15% offer",0,0,1,1
3,159,"3","4",1,22211,1.1,3.9,"Apartment",4.6,1,1,"Vienna","Mariahilf","15-50% offer",0,0,1,1
85,86,"3","4",383,22212,1.3,4.1,"Hotel",4,0,1,"Vienna","Mariahilf","0% no offer",0,0,0,0
3,96,"2","4",1,22213,0.9,3.6,"Hotel",3.7,0,1,"Vienna","Mariahilf","0% no offer",0,0,1,1
258,131,"4","4",682,22214,0.7,3.4,"Hotel",4.1,1,0,"Vienna","Mariahilf","1-15% offer",0,0,0,0
13,103,"4","4",1,22215,2,4.7,"Apartment",4.1,1,1,"Vienna","Mariahilf","15-50% offer",0,0,1,1
95,85,"2","4",618,22217,1,3.8,"Hotel",4,1,0,"Vienna","Mariahilf","15-50% offer",0,0,0,0
44,80,"3","3.5",170,22218,1.4,4.2,"Hotel",3.9,0,0,"Vienna","Mariahilf","0% no offer",0,0,0,0
125,93,"4","4",410,22219,1.1,3.9,"Hotel",4,1,1,"Vienna","Mariahilf","15-50% offer",0,0,0,0
5,81,"3.5","4",1,22221,1.8,4.6,"Apartment",4.5,1,1,"Vienna","Mariahilf","15-50% offer",0,0,1,1
161,77,"3","4",2102,22222,1.9,4.6,"Hotel",4,1,0,"Vienna","Mariahilf","1-15% offer",0,0,0,0
210,140,"4","5",1495,22223,0.8,3.6,"Hotel",4.8,1,1,"Vienna","Mariahilf","15-50% offer",0,0,0,0
264,99,"4","4",1228,22224,1,3.8,"Hotel",4,1,1,"Vienna","Mariahilf","15-50% offer",0,0,0,0
49,75,"4","4",151,22225,1.1,3.9,"Pension",4.1,0,1,"Vienna","Mariahilf","0% no offer",0,0,0,0
162,105,"4","4.5",716,22226,1.4,4.1,"Hotel",4.4,1,0,"Vienna","Mariahilf","15-50% offer",0,0,0,0
581,100,"3.5","4.5",1414,22227,1.7,4.4,"Hotel",4.5,1,0,"Vienna","Mariahilf","15-50% offer",0,0,0,0
55,89,"3","4",67,22228,1,3.8,"Pension",3.7,1,1,"Vienna","Mariahilf","15-50% offer",0,0,0,0
39,82,"3","3.5",78,22229,1.1,3.9,"Hotel",3.9,1,0,"Vienna","Mariahilf","15-50% offer",0,0,0,0
484,82,"4","4",1150,22230,1.8,4.5,"Hotel",3.9,0,0,"Vienna","Mariahilf","0% no offer",0,0,0,0
1,88,"3","4",1,22231,1.8,4.5,"Apartment",4,1,1,"Vienna","Mariahilf","15-50% offer",1,1,1,1
1,150,"3","4",1,22233,1.6,4.4,"Apartment",4,0,1,"Vienna","Mariahilf","0% no offer",1,1,1,1
10,134,"2","4",1,22234,1.6,4.4,"Apartment",3.7,1,1,"Vienna","Mariahilf","1-15% offer",0,0,1,1
45,87,"4","4",290,22235,1.9,4.7,"Hotel",3.5,1,0,"Vienna","Mariahilf","15-50% offer",0,0,0,0
98,100,"4","3.5",372,22236,1.6,4.3,"Hotel",3.7,1,0,"Vienna","Mariahilf","15-50% offer",0,0,0,0
239,84,"4","4",561,22237,1.6,4.3,"Hotel",4.3,1,0,"Vienna","Mariahilf","15-50% offer",0,0,0,0
170,52,"2","4",112,22238,0.9,3.7,"Hotel",3.7,1,1,"Vienna","Mariahilf","15-50% offer",0,0,0,0
100,98,"4","4",650,22239,0.8,3.5,"Hotel",3.7,1,1,"Vienna","Neubau","15-50% offer",0,0,0,0
310,333,"5","5",1523,22240,0.7,3.4,"Hotel",4.9,1,0,"Vienna","Neubau","1-15% offer",0,0,0,0
305,99,"3","4",1171,22241,1.8,4.4,"Hotel",4.1,0,0,"Vienna","Neubau","0% no offer",0,0,0,0
105,77,"3","4",98,22243,1.5,4.1,"Bed and breakfast",4,1,1,"Vienna","Neubau","15-50% offer",0,0,0,0
6,160,"3.5","4",1,22244,1.6,4.3,"Apartment",4.6,1,1,"Vienna","Neubau","1-15% offer",0,0,1,1
1,160,"3.5","4",1,22245,1.6,4.3,"Apartment",5,1,1,"Vienna","Neubau","1-15% offer",0,0,1,1
141,76,"3","3.5",265,22246,1.6,4.2,"Hotel",3.5,1,0,"Vienna","Neubau","1-15% offer",0,0,0,0
14,89,"3","4",36,22247,1.6,4.1,"Bed and breakfast",4.4,1,1,"Vienna","Neubau","15-50% offer",0,0,0,0
6,113,"3","4",1,22248,0.8,3.6,"Hotel",3.7,0,1,"Vienna","Neubau","0% no offer",0,0,1,1
328,110,"4","4.5",2436,22249,0.9,3.6,"Hotel",4.4,1,0,"Vienna","Neubau","15-50% offer",0,0,0,0
123,184,"4","4.5",2431,22250,1,3.7,"Hotel",4.6,1,0,"Vienna","Neubau","50%-75% offer",0,0,0,0
181,33,"2","3.5",308,22251,1.7,4.2,"Hotel",3.2,1,0,"Vienna","Neubau","50%-75% offer",0,0,0,0
77,1012,"3","4",364,22252,1,3.8,"Hotel",4.3,1,1,"Vienna","Neubau","1-15% offer",0,0,0,0
308,99,"4","4",612,22253,1.7,4.4,"Hotel",4.1,1,0,"Vienna","Neubau","15-50% offer",0,0,0,0
54,122,"3","4",143,22254,0.8,3.5,"Hotel",3.9,1,1,"Vienna","Neubau","1-15% offer",0,0,0,0
544,122,"4","4",978,22255,1.7,4.3,"Hotel",4.3,1,0,"Vienna","Neubau","1-15% offer",0,0,0,0
359,105,"4","4",816,22256,1.7,4.3,"Hotel",4,0,0,"Vienna","Neubau","0% no offer",0,0,0,0
3,98,"4","4",1,22257,1.7,4.2,"Apartment",5,1,1,"Vienna","Neubau","15-50% offer",0,0,1,1
1,92,"3.5","4",1,22258,1.4,4.1,"Apartment",4,0,1,"Vienna","Neubau","0% no offer",1,1,1,1
98,109,"4","4",582,22259,1.4,4,"Hotel",4,1,0,"Vienna","Neubau","15-50% offer",0,0,0,0
54,105,"3","4.5",412,22260,1.2,3.9,"Hotel",4.1,1,1,"Vienna","Neubau","15-50% offer",0,0,0,0
22,133,"2","4",1,22265,2,4.4,"Apartment",3.2,1,1,"Vienna","Ottakring","15-50% offer",0,0,1,1
4,133,"2.5","4",1,22266,2.3,4.6,"Apartment",4.3,0,1,"Vienna","Ottakring","0% no offer",0,0,1,1
69,52,"3","3.5",193,22268,3.1,5.2,"Hotel",3.5,1,0,"Vienna","Ottakring","15-50% offer",0,0,0,0
17,134,"2","4",1,22269,1.8,4.1,"Apartment",3.7,1,1,"Vienna","Ottakring","15-50% offer",0,0,1,1
83,80,"4","4",265,22271,4.1,6,"Hotel",4,1,0,"Vienna","Ottakring","15-50% offer",0,0,0,0
36,91,"2","4",42,22272,2.9,5.3,"Hotel",4,0,1,"Vienna","Rudolfsheim-Funfhaus","0% no offer",0,0,0,0
1,129,"4","4",1,22273,2.6,5.2,"Apartment",4,1,1,"Vienna","Rudolfsheim-Funfhaus","1-15% offer",1,1,1,1
153,47,"2","3.5",549,22274,1.9,4.6,"Hostel",3.7,0,1,"Vienna","Rudolfsheim-Funfhaus","0% no offer",0,0,0,0
136,70,"4","3.5",1020,22275,1.8,4.4,"Hotel",3.9,1,0,"Vienna","Rudolfsheim-Funfhaus","15-50% offer",0,0,0,0
17,88,"3.5","4",1,22276,2.3,4.9,"Apartment",2.2,1,1,"Vienna","Rudolfsheim-Funfhaus","1-15% offer",0,0,1,1
156,136,"3","4.5",1452,22277,1.9,4.5,"Hotel",4.5,1,0,"Vienna","Rudolfsheim-Funfhaus","15-50% offer",0,0,0,0
81,80,"3","4",464,22279,2.1,4.8,"Hotel",4.1,1,1,"Vienna","Rudolfsheim-Funfhaus","15-50% offer",0,0,0,0
40,131,"2","4",1,22280,2.3,4.9,"Apartment",3.9,1,1,"Vienna","Rudolfsheim-Funfhaus","15-50% offer",0,0,1,1
54,81,"3","4.5",635,22281,2.4,4.9,"Hotel",4.1,1,1,"Vienna","Rudolfsheim-Funfhaus","1-15% offer",0,0,0,0
13,133,"2","4",1,22284,2.5,5.1,"Apartment",3.7,1,0,"Vienna","Rudolfsheim-Funfhaus","15-50% offer",0,0,1,1
225,66,"4","3.5",388,22285,3.6,6.1,"Hotel",3.7,1,1,"Vienna","Rudolfsheim-Funfhaus","1-15% offer",0,0,0,0
144,77,"3","4",241,22286,2.8,5.5,"Hotel",4,1,0,"Vienna","Rudolfsheim-Funfhaus","1-15% offer",0,0,0,0
2,121,"3","4",1,22287,1.8,4.4,"Apartment",4.5,0,1,"Vienna","Rudolfsheim-Funfhaus","0% no offer",0,0,1,1
525,69,"4","3.5",399,22288,2.1,4.8,"Hotel",3.7,1,0,"Vienna","Rudolfsheim-Funfhaus","1-15% offer",0,0,0,0
113,83,"3","4",260,22289,2.1,4.8,"Hotel",4.1,1,0,"Vienna","Rudolfsheim-Funfhaus","15-50% offer",0,0,0,0
10,53,"2","4.5",604,22290,1.9,4.6,"Hostel",4.1,0,1,"Vienna","Rudolfsheim-Funfhaus","0% no offer",0,0,0,0
2,133,"3.5","4",1,22291,2.7,5.3,"Apartment",4,1,1,"Vienna","Rudolfsheim-Funfhaus","15-50% offer",0,0,1,1
78,77,"4","3",212,22293,1.8,4.5,"Hotel",3.9,1,0,"Vienna","Rudolfsheim-Funfhaus","15-50% offer",0,0,0,0
69,48,"2","4.5",945,22294,2,4.7,"Hostel",4.5,0,1,"Vienna","Rudolfsheim-Funfhaus","0% no offer",0,0,0,0
314,142,"4.5","4",831,22295,2.9,5.5,"Hotel",4.3,1,0,"Vienna","Rudolfsheim-Funfhaus","50%-75% offer",0,0,0,0
134,121,"4","4",7,22296,1.7,4.3,"Hotel",3.9,1,0,"Vienna","Rudolfsheim-Funfhaus","1-15% offer",0,0,0,0
38,68,"3","4",116,22299,3.6,6.2,"Hotel",3.5,1,1,"Vienna","Schonbrunn","15-50% offer",0,0,0,0
65,63,"3","3.5",199,22300,2,4.8,"Hotel",3.7,0,0,"Vienna","Schonbrunn","0% no offer",0,0,0,0
92,101,"3","4.5",187,22301,2.1,4.9,"Hotel",4.5,0,0,"Vienna","Schonbrunn","0% no offer",0,0,0,0
100,75,"4","3.5",309,22302,2.6,5.4,"Hotel",3.7,1,0,"Vienna","Schonbrunn","15-50% offer",0,0,0,0
910,156,"4","4",1122,22303,3.6,6.2,"Hotel",4.3,0,0,"Vienna","Schonbrunn","0% no offer",0,0,0,0
79,56,"3","4",177,22304,3.7,6.3,"Hotel",3.5,1,0,"Vienna","Schonbrunn","15-50% offer",0,0,0,0
1541,82,"3.5","4.5",1245,22306,2.4,5.2,"Hotel",4.5,1,0,"Vienna","Schonbrunn","15-50% offer",0,0,0,0
183,82,"4","4",1148,22307,2.6,5.4,"Hotel",4.4,1,0,"Vienna","Schonbrunn","15-50% offer",0,0,0,0
30,106,"3","3",69,22309,4.1,6.8,"Hotel",3.7,0,1,"Vienna","Schonbrunn","0% no offer",0,0,0,0
24,85,"3","3",114,22310,3.1,5.9,"Hotel",2.7,1,1,"Vienna","Schonbrunn","1-15% offer",0,0,0,0
18,83,"3.5","4",1,22311,2.6,5.4,"Hotel",4.5,1,1,"Vienna","Schonbrunn","15-50% offer",0,0,1,1
140,92,"4","4",753,22312,2.9,5.6,"Hotel",4.1,1,0,"Vienna","Schonbrunn","1-15% offer",0,0,0,0
14,169,"3","4",1,22314,2.3,5.1,"Apartment",4.3,0,1,"Vienna","Schonbrunn","0% no offer",0,0,1,1
8,77,"3","4.5",79,22315,2.7,5.4,"Guest House",3.5,1,1,"Vienna","Schonbrunn","15-50% offer",0,0,0,0
333,92,"3","4",196,22317,11,11,"Hotel",4.3,0,0,"Schwechat","Schwechat","0% no offer",0,0,0,0
923,166,"4","4",2400,22318,11,11,"Hotel",4,1,0,"Schwechat","Schwechat","1-15% offer",0,0,0,0
122,137,"4","3.5",191,22319,7.7,7.9,"Hotel",3.7,0,1,"Schwechat","Schwechat","0% no offer",0,0,0,0
26,99,"3","3.5",191,22320,7.7,7.9,"Hotel",3.7,0,0,"Schwechat","Schwechat","0% no offer",0,0,0,0
73,140,"4","4",127,22321,7.8,8,"Hotel",3.5,0,1,"Schwechat","Schwechat","0% no offer",0,0,0,0
161,80,"3","3.5",247,22322,6.3,6.9,"Hotel",3.2,0,0,"Schwechat","Schwechat","0% no offer",0,0,0,0
39,91,"3","3.5",161,22323,6.7,8.2,"Hotel",3.5,0,0,"Schwechat","Schwechat","0% no offer",0,0,0,0
1,105,"3.5","4",1,22324,4.3,6.7,"Apartment",4,1,1,"Vienna","Vienna","1-15% offer",1,1,1,1
2,130,"2","4",1,22325,2.6,5.4,"Apartment",4,0,1,"Vienna","Vienna","0% no offer",0,0,1,1
16,110,"3","4.5",29,22326,4.7,7,"Pension",4.3,1,1,"Vienna","Vienna","1-15% offer",0,0,0,0
124,117,"4","4",192,22328,2,3.4,"Hotel",4,0,0,"Vienna","Vienna","0% no offer",0,0,0,0
9,106,"4","4",12,22330,5.4,8.1,"Pension",4.1,0,1,"Vienna","Vienna","0% no offer",0,0,0,0
33,66,"3","3.5",129,22331,3.9,6.4,"Hotel",3.7,0,0,"Vienna","Vienna","0% no offer",0,0,0,0
16,266,"5","5",2,22332,3.5,1.3,"Apartment",4.6,1,1,"Vienna","Vienna","1-15% offer",0,0,0,0
57,58,"2","3.5",1051,22333,2.4,3.7,"Hotel",3.5,0,0,"Vienna","Vienna","0% no offer",0,0,0,0
21,81,"3.5","3",12,22334,3.7,6.4,"Hotel",4.1,1,1,"Vienna","Vienna","1-15% offer",0,0,0,0
160,109,"4","3.5",386,22335,3.5,6.2,"Hotel",4,1,0,"Vienna","Vienna","1-15% offer",0,0,0,0
985,114,"4.5","4.5",2454,22336,2.3,1.9,"Hotel",4.3,1,0,"Vienna","Vienna","50%-75% offer",0,0,0,0
69,125,"3.5","4",261,22337,2.3,1.1,"Apart-hotel",4.4,1,0,"Vienna","Vienna","1-15% offer",0,0,0,0
51,69,"3","3.5",53,22338,1.7,1.8,"Guest House",3.7,1,1,"Vienna","Vienna","1-15% offer",0,0,0,0
1,69,"3","4",1,22339,2.6,2.3,"Apartment",4,0,1,"Vienna","Vienna","0% no offer",1,1,1,1
72,97,"4","4",277,22340,3.1,5.9,"Hotel",4,1,0,"Vienna","Vienna","15-50% offer",0,0,0,0
65,74,"4","4",73,22341,4.8,7.3,"Hotel",3.9,1,1,"Vienna","Vienna","15-50% offer",0,0,0,0
147,69,"4","3.5",320,22342,3.7,6.4,"Hotel",3.7,1,0,"Vienna","Vienna","15-50% offer",0,0,0,0
45,83,"4","3.5",121,22343,3.9,6.6,"Hotel",4,1,0,"Vienna","Vienna","15-50% offer",0,0,0,0
50,50,"3","4",12,22344,3.9,6.6,"Hotel",3.9,1,0,"Vienna","Vienna","15-50% offer",0,0,0,0
27,130,"2","3.5",36,22345,4.7,7.4,"Apartment",3.2,1,0,"Vienna","Vienna","15-50% offer",0,0,0,0
2,134,"3","4",1,22346,3.7,6.2,"Apartment",3,1,1,"Vienna","Vienna","1-15% offer",0,0,1,1
12,134,"3","4",1,22347,6.9,9.6,"Apartment",4,1,1,"Vienna","Vienna","15-50% offer",0,0,1,1
26,77,"3","3.5",21,22348,3.7,5,"Hotel",4,0,1,"Vienna","Vienna","0% no offer",0,0,0,0
28,102,"3","4.5",204,22349,5.3,7.6,"Hotel",4,0,0,"Vienna","Vienna","0% no offer",0,0,0,0
30,56,"3.5","3.5",88,22350,2.5,5.2,"Apartment",3.2,1,1,"Vienna","Vienna","1-15% offer",0,0,0,0
1,185,"3","4",1,22351,2.7,5.4,"Apartment",3,1,1,"Vienna","Vienna","15-50% offer",0,0,1,1
12,130,"3","4",20,22353,6.6,9.4,"Hotel",4.4,0,1,"Vienna","Vienna","0% no offer",0,0,0,0
171,78,"3","4",811,22354,3.2,4.5,"Hotel",4.3,0,0,"Vienna","Vienna","0% no offer",0,0,0,0
34,76,"3","4",61,22355,3.3,4.6,"Hotel",3.7,1,1,"Vienna","Vienna","1-15% offer",0,0,0,0
69,68,"4","3.5",87,22356,4.5,5.2,"Hotel",4,1,1,"Vienna","Vienna","1-15% offer",0,0,0,0
84,116,"4","4",493,22358,2.7,3.7,"Hotel",4,1,0,"Vienna","Vienna","15-50% offer",0,0,0,0
212,172,"4","4",401,22359,2.2,3.8,"Hotel",4.1,1,1,"Vienna","Vienna","1-15% offer",0,0,0,0
15,80,"2","3.5",187,22361,5.2,7.6,"Hostel",3.2,0,1,"Vienna","Vienna","0% no offer",0,0,0,0
12,87,"3","4",30,22362,2.4,3.9,"Hotel",4,0,1,"Vienna","Vienna","0% no offer",0,0,0,0
89,90,"3","3",78,22363,4.6,7.4,"Hotel",3,1,1,"Vienna","Vienna","1-15% offer",0,0,0,0
74,100,"3.5","4",282,22364,2.7,4.2,"Hotel",4.4,1,1,"Vienna","Vienna","15-50% offer",0,0,0,0
3,173,"2","4",1,22365,3.1,4.6,"Apartment",3.2,1,1,"Vienna","Vienna","15-50% offer",0,0,1,1
44,92,"2","3.5",35,22366,2.5,4.1,"Pension",3.2,0,1,"Vienna","Vienna","0% no offer",0,0,0,0
6,133,"2","4",1,22369,2.6,5.3,"Apartment",3.7,1,1,"Vienna","Vienna","15-50% offer",0,0,1,1
3,134,"3.5","4",1,22370,5.1,7.7,"Apartment",3.2,1,1,"Vienna","Vienna","50%-75% offer",0,0,1,1
2,209,"3","4",1,22371,5.2,7.8,"Apartment",4,1,1,"Vienna","Vienna","15-50% offer",0,0,1,1
44,66,"3","4",1,22372,1.6,1.8,"Apartment",4.4,1,1,"Vienna","Vienna","75%+ offer ",0,0,1,1
35,114,"4","5",12,22373,1.4,2.2,"Apartment",4.9,1,1,"Vienna","Vienna","50%-75% offer",0,0,0,0
38,89,"4","3",73,22377,7,9.7,"Hotel",3.5,0,0,"Voesendorf","Voesendorf","0% no offer",0,0,0,0
115,92,"4","3.5",545,22378,7.1,9.9,"Hotel",3.7,0,0,"Voesendorf","Voesendorf","0% no offer",0,0,0,0
186,84,"3","4.5",982,22380,1.9,2.7,"Hotel",4.4,1,0,"Vienna","Wahring","15-50% offer",0,0,0,0
27,124,"2","2.5",26,22381,1.8,3.2,"Apartment",3.5,1,1,"Vienna","Wahring","15-50% offer",0,0,0,0
45,185,"4","4",142,22382,2.1,3,"Hotel",4.4,0,1,"Vienna","Wahring","0% no offer",0,0,0,0
168,85,"4","3.5",553,22384,3,3.2,"Hotel",4,1,0,"Vienna","Wahring","1-15% offer",0,0,0,0
1,133,"2","4",1,22385,1.9,3.1,"Apartment",4,1,1,"Vienna","Wahring","15-50% offer",0,0,1,1
77,110,"3.5","4.5",116,22386,1.6,4,"Hotel",4.5,0,0,"Vienna","Wieden","0% no offer",0,0,0,0
72,86,"3","4",89,22387,1.6,4,"Hotel",4.3,0,0,"Vienna","Wieden","0% no offer",0,0,0,0
158,118,"4","4",436,22388,1,3.6,"Hotel",4.1,0,0,"Vienna","Wieden","0% no offer",0,0,0,0
15,126,"3.5","4",1,22389,0.9,3.6,"Hotel",4.5,1,1,"Vienna","Wieden","1-15% offer",0,0,1,1
291,92,"3","4",688,22390,1.3,3.9,"Hotel",4.3,1,0,"Vienna","Wieden","15-50% offer",0,0,0,0
317,197,"4","4.5",1840,22391,0.8,3.5,"Hotel",4.8,1,1,"Vienna","Wieden","15-50% offer",0,0,0,0
193,39,"2.5","3.5",69,22393,1.3,4,"Guest House",3.5,0,1,"Vienna","Wieden","0% no offer",0,0,0,0
280,135,"4","4",1121,22394,1.2,3.9,"Hotel",4.5,0,0,"Vienna","Wieden","0% no offer",0,0,0,0
47,125,"4","4.5",229,22395,1.2,3.7,"Hotel",4.4,1,0,"Vienna","Wieden","15-50% offer",0,0,0,0
7,67,"2","4.5",1583,22396,1,3.8,"Hostel",3.4,0,0,"Vienna","Wieden","0% no offer",0,0,0,0
125,134,"4","4.5",615,22397,0.8,3.5,"Hotel",4.5,1,0,"Vienna","Wieden","1-15% offer",0,0,0,0
34,91,"3","3.5",383,22398,0.9,3.7,"Hotel",3.5,1,1,"Vienna","Wieden","15-50% offer",0,0,0,0
112,110,"3","4",263,22399,0.8,3.6,"Hotel",3.9,0,0,"Vienna","Wieden","0% no offer",0,0,0,0
1,84,"3.5","4",1,22400,0.9,3.6,"Apartment",5,0,1,"Vienna","Wieden","0% no offer",0,0,1,1
77,100,"3","4",149,22401,1.2,3.7,"Hotel",4,1,1,"Vienna","Wieden","1-15% offer",0,0,0,0
572,95,"4","4",1003,22402,1.5,3.9,"Hotel",4.1,1,1,"Vienna","Wieden","1-15% offer",0,0,0,0
53,73,"3","3",293,22403,1.5,4,"Hotel",3.4,1,1,"Vienna","Wieden","1-15% offer",0,0,0,0
2,109,"3","3",14,22404,1.5,3.8,"Apartment",5,1,1,"Vienna","Wieden","50%-75% offer",0,0,0,0
145,185,"5","4",740,22406,0.8,3.6,"Hotel",4.3,1,0,"Vienna","Wieden","15-50% offer",0,0,0,0
112,100,"4","4.5",1006,22407,1,3.7,"Hotel",4.4,0,1,"Vienna","Wieden","0% no offer",0,0,0,0
169,58,"3","3",135,22408,1.4,4.1,"Hotel",3.2,1,0,"Vienna","Wieden","15-50% offer",0,0,0,0
